Company_name,Website,Categories,Email,description,Country,Region,City,Stand_name,Stand_location,Product
LES DOMAINES,,,boaretto@piecemanquante.com,,FRA,,13400 AUBAGNE,2C02,,
LES SOURCES,,,lessourcesproducteur@gmail.com,,FRA,,Maillane,6A04A,P06,
LESHUTTLE FREIGHT,,"Auxiliary Industry, Transport & logistics",mimi.jordan@eurotunnel.com,"LeShuttle Freight, the faster, more reliable and low carbon way to move goods between the UK and continental Europe through the Channel Tunnel, is celebrating 30 years of commercial success.
As a vital link in many supply chains, logistics companies rely on our speed and efficiency to deliver their goods with confidence.",FRA,,62231-Coquelles,7A35A,P07,
Liban Village,,,ghassanalfeghali@gmail.com,,LBN,,1003-Jbeil,2C07,,
LIDER GIDA SANAYI VE DIS TICARET LTD. S,,,batuhanomeroglu1@gmail.com,,TUR,,33400-MERSIN,2C01,,
LIEGE AIRPORT,https://www.liegeairport.com/flexport/fr/,"Fresh Food Logisitcs, Services & logistics operators",petitl@liegeairport.com,"Liege Airport is the 5th biggest cargo hub in Europe and the 21st Cargo airport in the World. Daily freighter connections to Africa, Americas, Asia and the Middle East gives also a premium choice of flight to all over the world for our cargo community. LGG cargo community focuses on Perishables, Pharmaceuticals, express and e-commerce, outsize cargo and live animals. All specialized actors are present at LGG airport to add value to the entire supply chain. On top of that a newly digital strategy enables faster, clearer and transparent communication between all the partners including local authorities from LGG. 
The flexibility of the airport with 24/7 operations, the dedicated infrastructure and specialized procedures and the perfect geographical location enable the cargo to arrive at final destination faster.
The need for a coordinated approach in addition with a new digital platform and the importance of #freightersfirst as part of our solution, are the driving factors of LGG Cargo Community Cluster initiative.
Cargo-rail connections from and to China with LGG and an European air and road network have turned LGG into a global multimodal cargo hub with a fast growing freight forwarder footprint.
The LGG Humanitarian and Health hub is growing from the strong foundations and long experience of rapid response freighters from LGG to where help is needed most. 
 
LGG has big plans of growth, building state of the art first line , second line : come ask us about our masterplan 2040 and come working with a freighter specialized airport. ",BEL,LIEGE,Grace Hollogne,4A07A,P04,
LIGURIA INTERNATIONAL,,"Fresh Food Logisitcs, Services & logistics operators",p.albesano@liguriainternational.it,,ITA,,16121-Genova,4B20,P04,
LÍMAX,,,marina@goodmonday.es,"The Limax Group is a group of cultivation and trading companies in mushrooms and soft fruits year-round. With locations in the Netherlands and Poland, we serve retail and foodservice clients across Europe daily. Our dedicated experts ensure the highest quality and service, making Limax your trusted partner for mushrooms and soft fruits.",POL,,64-200 Wolsztyn,9A14A,P09,
LIMDOR  & CASTANG,https://www.limdor.eu,"Fresh Produce, Fresh fruits",maximelaclaverie@limdor.fr,,FRA,,87500 Saint Yrieix La Perche,6A02,P06,
LIMONES PIURANOS SAC,,,exportaciones@limonespiuranos.com,,PER,,20009-Piura,4E21,P04,
L'INSALATA DELL’ORTO SRL.,,,sara.menin@linsalatadellorto.it,,ITA,VENEZIA,30034-mira,3D24,,
Lisam srl,https://www.lisam.it/,,logistica@lisam.it,"Founded in 1967 as an artisanal workshop producing double-edged shears, Lisam has become a point of reference in the pruning and olive harvesting sector for professionals in Italy and around the world.
Starting from the traditional hand pruning shears, Lisam then focused its production on the pneumatic pruning shears, pneumatic and electric olive harvesters, and has then devloped a comprehensive range of electric tools and plug-in tools, reliable and tested by its technicians to offer a user experience in line with Lisam's quality standards.
Lisam electric plug-in pruning shears and saws and its tying tool which are equipped with exceptional accessories represent a breakthrough in pruing, allowing farmers and professionals to operate with great flexibility.
Efficiency, practicality, together with high performances make Lisam products a must have for all professionals looking for quality and safe tools which respect both users and plants. ",ITA,Bologna,Imola,10D22,,
LOMATEC SOLUCIONES,,"Auxiliary Industry, Packaging and labelling",administracion@lomatecsoluciones.com,,ESP,Madrid,Leganés,8C28A,P08,
LOME SUPER FRUIT,,"Fresh Produce, Fresh fruits",dario.de.lisi@masseriafruttirossi.com,,ITA,,Puglia,3A08C,P03,
LOPOLITO & CO SRL,,"Fresh Produce, Fresh fruits",domenicolopolito@gmail.com,,ITA,,"76011, Bisceglie",3A08G,P03,
LOS FRESNOS SCA,https://www.losfresnos.es,"Fresh Produce, Fresh vegetables",nofres@hotmail.com,,ESP,Granada,Granada,9B14,P09,
"LOS GALLOMBARES, SCA",https://www.losgallombares.es,"Fresh Produce, Fresh vegetables",esp@losgallombares.es,,ESP,Granada,Ventorros de San José,9C17,P09,
LOVITA®,,"Fresh Produce, Fresh fruits",communication@frenchfruitlovers.com,,FRA,,Moissac,6C05B,P06,
LOZUPONE IMPORT-EXPORT,,"Fresh Produce, Fresh fruits",francesco@lozupone.it,,ITA,,53000 Rutigliano,3B07B,P03,
LUCASBIOTECH,https://lucasbiotech.es,,administracion@agrolucas.es,"Lucas Biotech S.L., es una empresa de Innovación Biotecnológica cuyo objetivo es desarrollar soluciones eficaces que generen un alto valor para nuestros clientes y su entorno, que pongan en valor el trabajo y permitan evolucionar y transformar las estrategias de getión agronómicas hacia una agricultura más rentable, más sostenible, más innovadora, más avanzada. Nuestra empresa tiene un fuerte perfil innovador y de desarrollo, por lo que contamos con un equipo de I+D+i formado por profesionales de experiencia contrastada a la que se les suman unas instalaciones, equipos, espacios y requerimientos necesarios para desarrollar su actividad innovadora de forma solvente y segura.",ESP,Murcia,CIEZA,7D20,,
Luik Natie Coldstore,,,steven.beuselinck@luiknatie.be,,BEL,,9130-Kallo,4B13,,
"LUSILECTRA, S.L",https://www.lusilectra.com,"Auxiliary Industry, Transport & logistics",bruno.fernandes@lusilectra.pt,,ESP,Madrid,San Sebastián de los Reyes,8B28,P08,
LYMOUNA - MATYSHA - TOUTYBERRY,https://www.lymouna-mathysa.com,,chaimaelhmine@matyshafrance.com,,FRA,,66032 Perpignan,6B15,P06,
LYRA EXPORTS S.A.,,"Fresh Produce, Fresh fruits",mary.ramirez@lyra.ec,,ECU,,092301-Guayaquil Ecuador,4E18,P04,
M. JOHN FAMILY,,,laina@mjohnfamily.gr,,GRC,,40007-LARISA,10B07,,
M.G. PERA CONFERENCIA DEL BIERZO,https://www.peraconferenciadelbierzo.es,"Fresh Produce, Fresh fruits",info@frutasdecalidaddelbierzo.es,,ESP,León,Carracedelo,7B15A,P07,
M.T. RETI,,"Ecorganic Market, Auxiliary Industry",info@mtreti.it,,ITA,,Bagheria,8B08A,P08,
MAAP - MERCATO AGROALIMENTARE PADOVA,https://www.maap.it,"Fresh Produce, Fresh fruits, Fresh vegetables",segreterie@maap.it,,ITA,,35127 Padova,3B13,P03,
MACEFLOR,https://www.maceflor.com,"Auxiliary Industry, Preharvest",garden@maceflor.com,,ESP,Valencia,Picaña,9A31,P09,
MADEINPLANT,,"Innova&Tech, Biotech Attraction ",fgrau@madeinplant.com,,ESP,Valencia,Valencia,1C05A,P01,
MADREMIA,https://www.madremia.es,"Fresh Produce, Fresh fruits",carlos@madremia.es,,ESP,Valencia,Canals,3D18G,P03,
MAERSK,,"Fresh Food Logisitcs, Services & logistics operators",a.albarran@maersk.com,,DNK,,1098-Copenhagen,4C07,P04,
MAF RODA AGROBOTIC,https://www.maf-roda.com,"Auxiliary Industry, Postharvest",comunicacion@mafroda.es,,ESP,Valencia,Alzira,10D21,P10,
MAFA VEGETAL ECOBIOLOGY,https://www.mafa.es,"Auxiliary Industry, Fertilisers, agro nutrients and plant protection",info@mafa.es,,ESP,Granada,Escúzar,7B17,P07,
MAGISTANGE,,"Fresh Produce, Fresh fruits, Fresh vegetables",willy.athanase@magistange.com,,FRA,,46200 Occitane,6C05A,P06,
MAGNANI SRL,https://www.azmagnani.eu/,"Fresh Produce, Herbs and spices",alessandro.fortini@azmagnani.eu,,ITA,,42027 - Montecchio (Reggio Emilia),3B05C,P03,
MAIRU,https://mairu.digital/,,mikel.molero@mairu.digital,"En MAIRU, nuestra misión es ayudar a optimizar la forma en que las empresas gestionan sus procesos y operaciones. Ofrecemos una solución SAAS innovadora y flexible que impulsa la eficiencia, la productividad y el crecimiento de nuestros clientes de manera extremadamente ágil. MAIRU se distingue por su enfoque accesible y adaptable, permitiendo a las empresas personalizar y ajustar la herramienta según sus requisitos únicos. Nuestra plataforma no requiere conocimientos técnicos avanzados y se configura fácilmente para cualquier entorno empresarial, mejorando la eficiencia operativa y la capacidad de enfrentar los desafíos del mercado actual. Con un enfoque centrado en el cliente y un compromiso con la excelencia, MAIRU busca liderar el mercado de software, abordando las áreas no cubiertas por los softwares industriales tradicionales y satisfaciendo necesidades específicas de las empresas.",ESP,Vizcaya,Bilbao,1E07A,P01,
MAKFRESH,,"Fresh Produce, Fresh vegetables",ivan.vittoriafruit@gmail.com,,MKD,,1000-Skopje,8B17A,P08,
MANAGU FRUTAS TROPICALES,https://www.managu.es,"Fresh Produce, Fresh fruits",comercial@managu.es,"Somos agricultores y comercializadores de fruta subtropical, por lo que controlamos en todo momento el cultivo de nuestras frutas, optimizando la maduración y seleccionando en el momento de la recogida el mejor producto para nuestros clientes.
Tratamos nuestro producto, y estamos preparados para que todo el proceso que nuestra fruta recorre sea el adecuado para conservar la calidad de nuestros mangos, aguacates, pitaya y kumquats. Desde la cosecha hasta el envío a nuestros clientes, controlamos todos los pasos para asegurarnos que reciben lo que nos han pedido.",ESP,Málaga,Vélez Málaga,9D20,P09,
MANIFATTURE TERRE DEL RENO SRL,,,amministrazione@terredelrenosrl.it,,ITA,,30015-CHIOGGIA,5A17,,
MANTER IBÉRICA,https://www.manteriberica.com,"Auxiliary Industry, Packaging and labelling",r.gomez@manter.com,,ESP,Castellón,Castellón,10C21,P10,
MANZANA NULES,https://www.mazana-nules.com,"Auxiliary Industry, Postharvest",raulmanzana@manzana-nules.com,,ESP,Castellón,Nules,3E23A,P03,
MAPCO,,"Fresh Produce, Fresh fruits, Fresh vegetables",info@mapco-egypt.com,,EGY,,"SEMOUHA, ALEXANDRIA",4A30,P04,
MAPHLIX TRUST GHANA LIMITED,,,felix.kamassah@maphlixtrust.com,,GHA,,+233-Accra,4E33A,P04,
MARCO Limited,https://www.marco.co.uk/,,sarah.mead@marco.co.uk,"MARCO revolutionises the food industry with unparalleled ROI solutions, drastically cutting costs and waste across the global food supply chain. Our innovative integration of cutting-edge software and premium hardware delivers comprehensive traceability, empowering your production facility with enhanced control and actionable insights.",GBR,,TN8 6HF-Kent,3C26,,
MARCOPACK,https://marcopack.com,"Auxiliary Industry, Packaging and labelling",comercial@marcopack.com,"Experiencia: Más de 30 años nos avalan en la fabricación de maquinaria, la instalación y el mantenimiento en sectores tales como alimentación, bebidas, productos químicos, automoción, cosmética.
Calidad:Marcopack está certificada con el sello de calidad ISO9001:2015 desde el año 2003, en diseño, fabricación y comercialización de maquinaria para etiquetado, llenado, tapado y codificación, así como la venta de sus consumibles.
Calidad / Precio: La producción en serie nos permite ahorrar tiempo en la fabricación, repercutiendo en su precio de venta. MarCoPack ofrece los precios más competitivos con los máximos estándares de control y calidad.
Compromiso: Cada una de nuestras máquinas no es solo una máquina, es una solución que le ayudará a conseguir un producto de calidad con el máximo rendimiento.
 Fiabilidad: Cada una de nuestras máquinas no es solo una máquina, es una solución que le ayudará a conseguir un producto de calidad con el máximo rendimiento.
Equipo De Trabajo: Por su capital humano, nuestro mayor activo. En MarCoPack nuestro personal forma un equipo comprometido y en continuo desarrollo.",ESP,Murcia,Lorqui,9A25B,N09K,
MARFRET,https://www.marfret.fr,"Fresh Food Logisitcs, Refrigerated transport and cold chain equip.",acruzado@marfret.fr,,FRA,,13002 Marsella,4A09,P04,
"MARFRUIT, S.L.",https://www.marfruit.es,"Fresh Produce, Fresh fruits",edu@marfruit.es,,ESP,Alicante,La Marina,3D20B,P03,
MARITIME AND PORT FEDERATION (UMEP),,,bemringer@umep.org,,FRA,,76600-LE HAVRE,4A19,,
MARLEE P.C,,,mariaak8@hotmail.com,"Marlee is dedicated to providing top-quality kiwifruit to customers worldwide. Our experienced team, comprised of skilled growers and logistics experts, ensures that every fruit is carefully cultivated, handled, and stored to maintain its freshness and firmness. With years of expertise in the industry, our team uses efficient and sustainable practices to deliver the best kiwifruit, guaranteeing satisfaction with every order. ",GRC,,47150-ARTA,10C09,,
MARTIMAR,https://www.martimar.com,"Fresh Produce, Fresh vegetables",marketing@martimar.com,"Líderes en distribución de frutas y verduras en el sur de España, con más de 54 años de experiencia. Ofrecemos un servicio flexible y personalizado 24 horas al día los 365 días del año. Comercializamos fruta nacional e internacional en una constante búsqueda por satisfacer durante todo el año a nuestra exigente clientela. Distribuimos mercancía a toda España y Portugal, a mayoristas, minoristas, grandes cadenas y canal Horeca.
Plátano de Canarias 
Constituye nuestro principal producto y activo. Somos especialistas en producción, maduración y distribución de Plátano de Canarias y comercializamos muchas de las marcas más prestigiosas del archipiélago. Además, somos productores y disponemos de fincas propias y centros de envasado en Gran Canaria y Tenerife, lo que nos permite controlar todo el proceso desde principio a final y ofrecer el mejor producto.
Garantizamos a nuestros clientes continuidad y garantía en el suministro, atendiendo a sus necesidades durante los 12 meses del año. Verde o maduro, en granel o en bandeja, disponemos de una amplia variedad de formatos y calidades, adecuándose a las necesidades de cada cliente.
FRUTAS
Cubrimos toda la campaña nacional, en todas las referencias y orígenes de producción, y continuamos creciendo en productos de contra estación. Contamos con productos de importación, de más de 35 países, acreditando un abanico enorme de productos. Trabajamos una amplísima oferta de frutas de todos los formatos, calibres y confecciones. La carga directa en campo, la estrecha colaboración de nuestros técnicos y agricultores y un exhaustivo sistema de trazabilidad nos permite comercializar nuestra fruta en óptimas condiciones y a unos precios muy competitivos.
VERDURAS Y HORTALIZAS
Diariamente disponemos de un amplísimo stock de verduras nacionales y de importación, persiguiendo siempre el origen más adecuado en calidad y precios. Al igual que ocurre con la fruta, descargamos todos nuestros productos directamente de origen, ofertando siempre una gran variedad y adaptándonos al formato específico de nuestros clientes.
EXÓTICOS Y TROPICALES
Desde 2013 contamos con una sección especializada de estos productos, contando tanto con fruta nacional como de importación. Siendo un sector en crecimiento, las frutas exóticas representan en torno al 31% de las ventas de fruta en España. Cada año, son más las referencias añadidas desde Martimar a nuestra línea de exóticos y tropicales.
OTROS PRODUCTOS
Además de fruta nacional y de importación, completamos nuestro catálogo con esa serie de productos que no pueden faltar en cada cesta de la compra. El verde, el fresco, el condimento, la guarnición y el toque necesario para nuestras ensaladas, para culminar con nuestros postres naturales preparados y envasados, listos para consumir.
COMPROMISO CON NUESTROS CLIENTES Y PROVEEDORES
Nuestros clientes y proveedores son el centro de nuestro negocio, por eso elevamos nuestro compromiso ofreciendo un servicio flexible y de máximo nivel, optimizando la rentabilidad para todas las partes y buscando alcanzar nuestros objetivos comunes. Proveemos nuestros productos al cliente mayorista y minorista, además del canal horeca y la gran distribución.
Cuenta con nosotros, ¡Queremos ser tu socio estratégico!",ESP,Sevilla,Sevilla,10F08,P10,
MARVIL ENGINEERING SRL,,"Auxiliary Industry, Postharvest",villa@marvil.it,,ITA,,53000-39040 Magre - Bolzano,6E16,P06,
MAS DELS FUMEROS,https://www.masdelsfumeros.com,"Fresh Produce, Fresh vegetables",export@masdelsfumeros.com,,ESP,Castellón,Useras,3E17B,P03,
MASIA  / UNITED EXPORTS,,"Fresh Produce, Fresh fruits",carlosmasia@masiaciscar.es,,ESP,Huelva,Lepe,9G10,P09,
MASSANO S.N.C.,https://massanosnc.com/,"Auxiliary Industry, Preharvest",sales@massanosnc.com,"Massano company was born in the 50s.
At the beginning, the job was most of all about maintenance of agricultural machinery, but rapidly the company began the production of its own machines, as for example first weeders for corn and disc harrows. Since the 80s started the production of rotary tillers and the export in foreign countries began as well. In the early 90s the stone burier with Rotostone system was born, and this new type of machines represents the entrance in horticulture and gardening branches. Nowadays our core business is actually in this kind of machines, starting from applications suitable for minimum powers of 25 up to 400HP.
The principle of work of stone buriers is absolutely compatible and in line with the idea of a sustainable agriculture. Only a mechanical action, to lay the foundations for the best sowing and germination possible. From the beginnings of a family business to today, Massano has kept the same passion and dedication to the customer, but with continuous updating.
In this way, we could reach a global market of over 50 countries and 80% of exports on turnover.",ITA,CUNEO/PIEMONTE,SAVIGLIANO,10B25,P10,
Master for Import and Export,https://importtop.com,,ceo@importtop.com,"we are committed to providing our clients with the highest quality export services.
We strive to exceed expectations in everything we do, ensuring that our clients receive the best possible experience.",EGY,,61681-Menia,2C11,,
MATTIVI SRL,,,info@mattivi.it,,ITA,,38042-Baselga di Pinè,9E00A,P09,
MAVERICK INTERNATIONAL S.R.L,,"Fresh Produce, Fresh fruits",g.bodini@maverick-fruits.com,,ITA,,Verona,8E11,P08,
MAZZONI SPA,,,silvia.carpio@conscico.com,"Mazzoni company is considered an Italian leader in the fresh fruits and vegetable business. Mazzoni is a family involved in the entire chain from nursery, production, storage and fresh fruit & vege conditioning to marketing. They offer a wide range of fresh produce from the Italian Po Valley (Emilia Romagna), South of Italy (Calabria) and Greece . The business covers a yearly calendar  according to the seasonal production in Italy, Greece and South Emisphere. The main products available are: citrus, apples, pears, kiwi, round and flat peaches and nectarines, watermelon, melon, carrots, potatoes etc. Pink Lady apples, Ondine flat nectarines, Dolce Passione watermelon are part of our list of branded fruits. Italy and Europe are the main target markets.",ITA,,44039-ITALY,8D12,,
MCA ALGAS Y DERIVADOS,,,mcaalgasyderivados@gmail.com,,ESP,Granada,Motril,8C05,,
MCFP,,"Auxiliary Industry, Fertilisers, agro nutrients and plant protection",nidaa.urabi@agrimatco-me.com,,JOR,,11512-Amman,10B24A,P10,
MCGARLET SRL,,"Fresh Produce, Fresh fruits",f.assi@mcgarlet.it,,ITA,,24061 Albano St. Alessandro,10G18,P10,
MED HERMES SEEDS S.R.L.,,"Auxiliary Industry, Seeds",a.scuderi@medhermes.net,,ITA,,97100-Ragusa,7A28,P07,
Mediterranean Fresh Fruits&Vegetables Exporters' Association,https://www.akib.org.tr,"Fresh Produce, Organisms and associations",fuar@akib.org.tr,,TUR,,Mersin,2C03,P02,
Mediterraneo Group,,,gianluca.casadio@apofruit.it,,ITA,,47522-cesena,8C12,,
MEHADRIN INTERNATIONAL,,"Fresh Produce, Fresh fruits",jroger@mehadrin-inter.com,,FRA,,13160 Chateaurenard,6B00,P06,
MEIJER IBERICA,,"Fresh Produce, Fresh fruits",reyes@meijer.es,,ESP,Sevilla,Sevilla,9F10,P09,
MELAVÌ,https://www.melavi.it,"Fresh Produce, Fresh fruits",gianluca.macchi@melavi.it,,ITA,,23026 Ponte in Valtellina,8B18,P08,
MELINDA - LA TRENTINA,https://www.apot.it,"Fresh Produce, Fresh fruits",stefania.rinaldi@melinda.it,,ITA,,38121 Trento,8C15,P08,
MELONES EL ABUELO,https://www.melonesdelabuelo.com,"Fresh Produce, Fresh fruits",marketing@meloneselabuelo.com,,ESP,Murcia,Los Martínez del Puerto,7C06,P07,
MENDOZA GARLICS,,"Fresh Produce, Fresh vegetables",federico@agroruggeri.com.ar,,BRA,,"13295611-Itupeva, SP",5A09,P05,
MENNO CHEMIE-VERTRIEB GMBH.,https://www.menno.de/home/,,info@menno.de,"MENNO CHEMIE is a German, medium-sized company based in Norderstedt, north of Hamburg.
Our Business areas are development of new products and concepts, registration, production, marketing, consulting and sales of disinfectants, insecticides, cleaning agents and special products for intensive animal husbandry, the food industry and plant production.",DEU,,D-22850 NORDERSTEDT,8C20,,
MERCABARNA,https://www.mercabarna.com,"Fresh Produce, Organisms and associations",bartra@mercabarna.cat,,ESP,Barcelona,Barcelona,6D05,P06,
MERCADO RWANDA LTD,,,ulatifah5748@gmail.com,,RWA,,000000-Kigali,4E25,,
"MERCAGRISA, S.A.",https://www.mercagrisa.com,"Fresh Produce, Fresh vegetables",paqui@mercagrisa.com,,ESP,Murcia,San Javier,7C12,P07,
MERCAJARA SL,,"Fresh Produce, Fresh fruits",,,ESP,Cuenca,Villanueva de la Jara,10B17,P10,
"MERCAMADRID, S.A.",https://www.mercamadrid.es,"Fresh Produce, Fresh fruits",mgonzalez@mercamadrid.es,,ESP,Madrid,Madrid,5E03,P05,
MERCASA,https://www.mercasa.es,"Fresh Produce, Organisms and associations",comunicacion@mercasa.es,,ESP,Madrid,Madrid,5B01_01,P05,
"MERCOPHAL,S .L.",,"Fresh Produce, Fresh fruits, Fresh vegetables",info@mercophal.com,,ESP,Almería,La Gangosa - Vícar,9A09,P09,
METOS IBERIA,https://www.metosiberia.com,,alvaro.velasco@metos.at,,ESP,Zaragoza,LA MUELA,1E07,,
MEXICO - TRADENEX,https://www.tradenex.eu,"Fresh Produce, Fresh fruits, Fresh vegetables",tradenex@tradenex.eu,,BEL,,1040 Bruselas,4C24,P04,
MEYPAK PLASTIK AMBALAJ SAN.VE TIC.LTD.S,,,export@meypak.com,,TUR,,34590-ISTANBUL,2C03,,
MG SETAS DE CASTILLA Y LEÓN,https://www.setasdecastillayleon.com,"Fresh Produce, Fresh fruits, Fresh vegetables",cesefor@cesefor.com,,ESP,Soria,Soria,7B15C,P07,
MH REFRIGERATION SOLUTIONS S.L.,,"Fresh Food Logisitcs, Cold technologies & automation",juan@mhrefrigeracion.es,,ESP,Murcia,Alcantarilla,4B19,P04,
"Miaomiaoce Technology （Beijing）Co.,Ltd.",https://zenmeasure.com/solutions/,"Fresh Food Logisitcs, Cold technologies & automation",jane.sun@miaomiaoce.com,"ZenMeasure, as one of the companies in the Xiaomi ecosystem, originates from the innovative genes of Nokia and Microsoft.We are committed to providing customers with advanced loT solutions. Our focus is on simplifying the monitoring and management of temperature, humidity, and environmental conditions in industries such as smart homes, pharmaceutical vaccines, chain food, large-scale agriculture, and dangerous goods storage and transportation, ensuring that safety and efficiency go hand in hand.Currently, 500 top brands from various industries have adopted our Internet of Things solutions.",CHN,Beijing,Beijing,4A18,P04,
MICOTEC,,"Fresh Produce, Fresh vegetables",micotec@micote.es,,ESP,La Rioja,Autol,5B05C,P05,
MIFRA,,"Fresh Produce, Fresh fruits",mifra@frutasmifra.es,,ESP,Zaragoza,Codos,7C13B,P07,
MIOORTO SRL,www.mioorto.it,"Fresh Produce, Fresh vegetables",gmarcassoli@mioorto.it,,ITA,,24060 Carobbio degli Angeli Bergamo,8B16,P08,
MITROSILIS S.A,https://www.mitrosilis.gr,"Fresh Produce, Fresh fruits",g.efstratiou@medolivehouse.gr,,GRC,,21055-Anifi Nafplio,10B16,P10,
MM PACKAGING IBERICA,https://www.mm-packaging.com/en/,"Auxiliary Industry, Packaging and labelling",daniel.carballo@mm.group,,ESP,Valencia,Alzira,3B23,P03,
MODERN AGRICULTURE PICO,,"Fresh Produce, Fresh fruits",n.abdelrasoul@picoagriculture.com,,EGY,,264857-cairo,2D11,P02,
MOF SCPA,,"Fresh Produce, Organisms and associations",info@mof.it,,ITA,,04022 Fondi,3A06C,P03,
MOF SCPA - RETE AMICO MOF,,"Fresh Produce, Fresh fruits",fedagro@confcommercio.it,,ITA,,04022 - Fondi (LT),3A06B,P03,
MOF SCPA- AGROFONDI,,"Fresh Produce, Fresh fruits",fedagro@confcommercio.it,,ITA,,Fondi - Latina - Lazio,3A06A,P03,
MOHAMMED ABDALLAH SHARBATLY COMPANY LTD.,,,amr.alkhatib@sharbatlyfruit.com,,SAU,,21491-Jeddah,4E07,P04,
MOLDOVA FRUCT ASSOCIATION,https://www.moldovafruct.md,"Fresh Produce, Fresh fruits",ifala@moldovafruct.md,,MDA,,Chisinau,10D18,P10,
MOLEDA BV,https://moleda.nl/,"Auxiliary Industry, Preharvest",kars.vreeswijk@moleda.nl,,NLD,,Veldhoven,10G26B,P10,
MOLINA Y AZORÍN,https://www.molinayazorin.es,"Fresh Produce, Fresh fruits",info@molinayazorin.es,,ESP,Alicante,Villena,3D18D,P03,
Moño Azul,,,nbonavento@mazul.com.ar,,ARG,,8332-General Roca,4C20,,
MORANDO & C. SRL,,"Fresh Produce, Fresh fruits",info@morandofrutta.com,"The Morando Company is based in the city of Verona, in the north of Italy and in one of the most important production areas of apples, pears, kiwis, peaches, nectarines, cherries and plums.
Since 1965, the Morando group has been exporting fruit and vegetables all over the world, especially to the main European and non-European countries, supplying: wholesale fruit and vegetable markets, importers, the primary Eastern European and non-European supermarkets and the main manufacturing industries. production of fruit juices and jams thanks to the fruit collection center within its warehouse. 
 ",ITA,VERONA,VERONA,8E22,P08,
MORGAN CARGO: A KUEHNE + NAGEL COMPANY,,"Fresh Food Logisitcs, Services & logistics operators",clair@morgancargo.com,,GBR,,GU4 7QB-Guildford,4A06A,P04,
MOROCCO FOODEX,,"Fresh Produce, Organisms and associations",louksi@mfoodex.ma,,MAR,,20230-Casablanca,2C08,P02,
MOTILLA,https://www.motilla.es,"Fresh Produce, Fresh fruits",marketing@motilla.es,,ESP,Valencia,Carcaixent,3E03,P03,
MOUNEYRAC FRERES,https://www.mouneyracfreres.com,"Fresh Produce, Fresh fruits",lucille.baradat@mf-fruit.fr,,FRA,,53000 94621 Rungis Min,5E08B,P05,
MOYCA,https://www.moyca.org,"Fresh Produce, Fresh fruits",fina@moyca.org,,ESP,Murcia,Murcia,7C14,P07,
MS Fruits,,,info@msfruits.gr,"We are active in the storage, processing, packaging and marketing of kiwi fruits. The company’s facilities are located in the center of the fertile lowlands of Kavala, in the North-East of Greece.",GRC,,Kavala,10B09,,
MSC,https://www.msc.com,"Fresh Food Logisitcs, Services & logistics operators",p.marin@msc.com,,ESP,Valencia,Valencia,4C03,P04,
MSC INVERNADEROS,,"Auxiliary Industry, Preharvest",jayuso@invernaderosmsc.com,,ESP,Sevilla,Sevilla,8E23,P08,
MTI FOR AGRICULTURAL DEVELOPMENT,,"Fresh Produce, Fresh fruits",hager.zeyada@mti-agri.com,,EGY,,11241-Cairo,2A05A,N02S,
Mulder Onions,,,rene2@mulder-onions.com,,NLD,,6464 CP-Kerkrade,6C10,,
"MULTIGESTION EN AGROSERVICIOS , S.L. MAS PATATAS",https://www.maspatatas.es,"Fresh Produce, Fresh vegetables",lazaro@cayserpatatas.com,,ESP,Murcia,Murcia,7A09,P07,
MULTISCAN TECHNOLOGIES,https://www.multiscan.eu,"Auxiliary Industry, Postharvest",acabrera@multiscan.eu,,ESP,Alicante,Cocentaina,10C25,P10,
MULTIVAC GROUP,,"Auxiliary Industry, Packaging and labelling",tradeshows@multivac.de,,DEU,,87787 Wolfertschwenden,8A22,P08,
MUMU BERRIES,http://www.mumuberries.com,"Fresh Produce, Fresh fruits",hola@mumuberries.com,,ESP,Segovia,Coca,5A08,P05,
MUNDIAL ANGON,,"Fresh Produce, Fresh fruits, Fresh vegetables",carolina@angon.net,,ESP,Huelva,Huelva,9G20,P09,
MUNDOSOL,https://www.mundosol.com,"Fresh Produce, Fresh fruits",antonio@frusemur.com,,ESP,Murcia,Murcia,7B05A,P07,
MURCIANA DE VEGETALES S.L.,https://www.ghmurcianadevegetales.com,"Fresh Produce, Fresh vegetables",comercial5@ghmurcianadevegetales.com,,ESP,Murcia,Los Almagros,7D12,P07,
MYCOPHYTO,,"Auxiliary Industry, Fertilisers, agro nutrients and plant protection",ludivine.alenda@mycophyto.fr,,FRA,,06130 Grasse,6A23,P06,
MYLORD',www.harmonie-fruit.com,"Fresh Produce, Fresh fruits",bcarreau@mylord.fr,,FRA,,72500 - Chenu,6C11,P06,
MYRTEA,,"Fresh Produce, Fresh fruits, Fresh vegetables",ljfgomez@myrteaexport.com,,ESP,Murcia,Espinardo,9G12,P09,
